image_path,emotion
FER2013_images\training\21542_3.png,3
FER2013_images\training\21543_3.png,3
FER2013_images\training\21544_4.png,4
FER2013_images\training\21545_5.png,5
FER2013_images\training\21546_4.png,4
FER2013_images\training\21547_0.png,0
FER2013_images\training\21548_3.png,3
FER2013_images\training\21549_4.png,4
FER2013_images\training\21550_5.png,5
FER2013_images\training\21551_6.png,6
FER2013_images\training\21552_4.png,4
FER2013_images\training\21553_5.png,5
FER2013_images\training\21554_6.png,6
FER2013_images\training\21555_2.png,2
FER2013_images\training\21556_2.png,2
FER2013_images\training\21557_6.png,6
FER2013_images\training\21558_5.png,5
FER2013_images\training\21559_2.png,2
FER2013_images\training\21560_3.png,3
FER2013_images\training\21561_3.png,3
FER2013_images\training\21562_3.png,3
FER2013_images\training\21563_3.png,3
FER2013_images\training\21564_2.png,2
FER2013_images\training\21565_2.png,2
FER2013_images\training\21566_4.png,4
FER2013_images\training\21567_0.png,0
FER2013_images\training\21568_6.png,6
FER2013_images\training\21569_2.png,2
FER2013_images\training\21570_5.png,5
FER2013_images\training\21571_0.png,0
FER2013_images\training\21572_2.png,2
FER2013_images\training\21573_0.png,0
FER2013_images\training\21574_3.png,3
FER2013_images\training\21575_5.png,5
FER2013_images\training\21576_0.png,0
FER2013_images\training\21577_6.png,6
FER2013_images\training\21578_5.png,5
FER2013_images\training\21579_3.png,3
FER2013_images\training\21580_1.png,1
FER2013_images\training\21581_2.png,2
FER2013_images\training\21582_3.png,3
FER2013_images\training\21583_4.png,4
FER2013_images\training\21584_0.png,0
FER2013_images\training\21585_6.png,6
FER2013_images\training\21586_4.png,4
FER2013_images\training\21587_5.png,5
FER2013_images\training\21588_3.png,3
FER2013_images\training\21589_6.png,6
FER2013_images\training\21590_3.png,3
FER2013_images\training\21591_0.png,0
FER2013_images\training\21592_3.png,3
FER2013_images\training\21593_3.png,3
FER2013_images\training\21594_4.png,4
FER2013_images\training\21595_3.png,3
FER2013_images\training\21596_0.png,0
FER2013_images\training\21597_5.png,5
FER2013_images\training\21598_2.png,2
FER2013_images\training\21599_2.png,2
FER2013_images\training\21600_5.png,5
FER2013_images\training\21601_0.png,0
FER2013_images\training\21602_3.png,3
FER2013_images\training\21603_5.png,5
FER2013_images\training\21604_1.png,1
FER2013_images\training\21605_3.png,3
FER2013_images\training\21606_2.png,2
FER2013_images\training\21607_3.png,3
FER2013_images\training\21608_2.png,2
FER2013_images\training\21609_0.png,0
FER2013_images\training\21610_4.png,4
FER2013_images\training\21611_6.png,6
FER2013_images\training\21612_3.png,3
FER2013_images\training\21613_0.png,0
FER2013_images\training\21614_3.png,3
FER2013_images\training\21615_2.png,2
FER2013_images\training\21616_1.png,1
FER2013_images\training\21617_3.png,3
FER2013_images\training\21618_3.png,3
FER2013_images\training\21619_3.png,3
FER2013_images\training\21620_2.png,2
FER2013_images\training\21621_4.png,4
FER2013_images\training\21622_0.png,0
FER2013_images\training\21623_3.png,3
FER2013_images\training\21624_6.png,6
FER2013_images\training\21625_3.png,3
FER2013_images\training\21626_0.png,0
FER2013_images\training\21627_4.png,4
FER2013_images\training\21628_3.png,3
FER2013_images\training\21629_5.png,5
FER2013_images\training\21630_2.png,2
FER2013_images\training\21631_5.png,5
FER2013_images\training\21632_4.png,4
FER2013_images\training\21633_5.png,5
FER2013_images\training\21634_6.png,6
FER2013_images\training\21635_4.png,4
FER2013_images\training\21636_0.png,0
FER2013_images\training\21637_6.png,6
FER2013_images\training\21638_6.png,6
FER2013_images\training\21639_0.png,0
FER2013_images\training\21640_3.png,3
FER2013_images\training\21641_2.png,2
FER2013_images\training\21642_5.png,5
FER2013_images\training\21643_5.png,5
FER2013_images\training\21644_3.png,3
FER2013_images\training\21645_6.png,6
FER2013_images\training\21646_0.png,0
FER2013_images\training\21647_4.png,4
FER2013_images\training\21648_3.png,3
FER2013_images\training\21649_3.png,3
FER2013_images\training\21650_5.png,5
FER2013_images\training\21651_6.png,6
FER2013_images\training\21652_5.png,5
FER2013_images\training\21653_2.png,2
FER2013_images\training\21654_2.png,2
FER2013_images\training\21655_2.png,2
FER2013_images\training\21656_3.png,3
FER2013_images\training\21657_4.png,4
FER2013_images\training\21658_6.png,6
FER2013_images\training\21659_3.png,3
FER2013_images\training\21660_5.png,5
FER2013_images\training\21661_5.png,5
FER2013_images\training\21662_5.png,5
FER2013_images\training\21663_6.png,6
FER2013_images\training\21664_3.png,3
FER2013_images\training\21665_6.png,6
FER2013_images\training\21666_4.png,4
FER2013_images\training\21667_4.png,4
FER2013_images\training\21668_1.png,1
FER2013_images\training\21669_3.png,3
FER2013_images\training\21670_0.png,0
FER2013_images\training\21671_3.png,3
FER2013_images\training\21672_0.png,0
FER2013_images\training\21673_0.png,0
FER2013_images\training\21674_0.png,0
FER2013_images\training\21675_6.png,6
FER2013_images\training\21676_3.png,3
FER2013_images\training\21677_3.png,3
FER2013_images\training\21678_4.png,4
FER2013_images\training\21679_1.png,1
FER2013_images\training\21680_4.png,4
FER2013_images\training\21681_4.png,4
FER2013_images\training\21682_5.png,5
FER2013_images\training\21683_2.png,2
FER2013_images\training\21684_4.png,4
FER2013_images\training\21685_3.png,3
FER2013_images\training\21686_2.png,2
FER2013_images\training\21687_6.png,6
FER2013_images\training\21688_6.png,6
FER2013_images\training\21689_3.png,3
FER2013_images\training\21690_2.png,2
FER2013_images\training\21691_4.png,4
FER2013_images\training\21692_3.png,3
FER2013_images\training\21693_6.png,6
FER2013_images\training\21694_3.png,3
FER2013_images\training\21695_6.png,6
FER2013_images\training\21696_2.png,2
FER2013_images\training\21697_2.png,2
FER2013_images\training\21698_0.png,0
FER2013_images\training\21699_3.png,3
FER2013_images\training\21700_2.png,2
FER2013_images\training\21701_6.png,6
FER2013_images\training\21702_3.png,3
FER2013_images\training\21703_0.png,0
FER2013_images\training\21704_6.png,6
FER2013_images\training\21705_2.png,2
FER2013_images\training\21706_4.png,4
FER2013_images\training\21707_6.png,6
FER2013_images\training\21708_3.png,3
FER2013_images\training\21709_3.png,3
FER2013_images\training\21710_4.png,4
FER2013_images\training\21711_6.png,6
FER2013_images\training\21712_6.png,6
FER2013_images\training\21713_3.png,3
FER2013_images\training\21714_2.png,2
FER2013_images\training\21715_4.png,4
FER2013_images\training\21716_4.png,4
FER2013_images\training\21717_2.png,2
FER2013_images\training\21718_2.png,2
FER2013_images\training\21719_5.png,5
FER2013_images\training\21720_4.png,4
FER2013_images\training\21721_4.png,4
FER2013_images\training\21722_3.png,3
FER2013_images\training\21723_0.png,0
FER2013_images\training\21724_6.png,6
FER2013_images\training\21725_6.png,6
FER2013_images\training\21726_6.png,6
FER2013_images\training\21727_5.png,5
FER2013_images\training\21728_0.png,0
FER2013_images\training\21729_3.png,3
FER2013_images\training\21730_6.png,6
FER2013_images\training\21731_0.png,0
FER2013_images\training\21732_3.png,3
FER2013_images\training\21733_2.png,2
FER2013_images\training\21734_4.png,4
FER2013_images\training\21735_2.png,2
FER2013_images\training\21736_6.png,6
FER2013_images\training\21737_2.png,2
FER2013_images\training\21738_3.png,3
FER2013_images\training\21739_4.png,4
FER2013_images\training\21740_5.png,5
FER2013_images\training\21741_6.png,6
FER2013_images\training\21742_2.png,2
FER2013_images\training\21743_4.png,4
FER2013_images\training\21744_1.png,1
FER2013_images\training\21745_0.png,0
FER2013_images\training\21746_4.png,4
FER2013_images\training\21747_0.png,0
FER2013_images\training\21748_4.png,4
FER2013_images\training\21749_3.png,3
FER2013_images\training\21750_3.png,3
FER2013_images\training\21751_3.png,3
FER2013_images\training\21752_6.png,6
FER2013_images\training\21753_3.png,3
FER2013_images\training\21754_2.png,2
FER2013_images\training\21755_2.png,2
FER2013_images\training\21756_2.png,2
FER2013_images\training\21757_4.png,4
FER2013_images\training\21758_5.png,5
FER2013_images\training\21759_1.png,1
FER2013_images\training\21760_3.png,3
FER2013_images\training\21761_6.png,6
FER2013_images\training\21762_0.png,0
FER2013_images\training\21763_6.png,6
FER2013_images\training\21764_3.png,3
FER2013_images\training\21765_1.png,1
FER2013_images\training\21766_4.png,4
FER2013_images\training\21767_0.png,0
FER2013_images\training\21768_5.png,5
FER2013_images\training\21769_4.png,4
FER2013_images\training\21770_4.png,4
FER2013_images\training\21771_4.png,4
FER2013_images\training\21772_4.png,4
FER2013_images\training\21773_4.png,4
FER2013_images\training\21774_6.png,6
FER2013_images\training\21775_6.png,6
FER2013_images\training\21776_6.png,6
FER2013_images\training\21777_0.png,0
FER2013_images\training\21778_3.png,3
FER2013_images\training\21779_0.png,0
FER2013_images\training\21780_5.png,5
FER2013_images\training\21781_5.png,5
FER2013_images\training\21782_0.png,0
FER2013_images\training\21783_3.png,3
FER2013_images\training\21784_3.png,3
FER2013_images\training\21785_6.png,6
FER2013_images\training\21786_4.png,4
FER2013_images\training\21787_3.png,3
FER2013_images\training\21788_3.png,3
FER2013_images\training\21789_2.png,2
FER2013_images\training\21790_6.png,6
FER2013_images\training\21791_4.png,4
FER2013_images\training\21792_6.png,6
FER2013_images\training\21793_0.png,0
FER2013_images\training\21794_6.png,6
FER2013_images\training\21795_3.png,3
FER2013_images\training\21796_3.png,3
FER2013_images\training\21797_3.png,3
FER2013_images\training\21798_5.png,5
FER2013_images\training\21799_1.png,1
FER2013_images\training\21800_2.png,2
FER2013_images\training\21801_6.png,6
FER2013_images\training\21802_6.png,6
FER2013_images\training\21803_3.png,3
FER2013_images\training\21804_5.png,5
FER2013_images\training\21805_2.png,2
FER2013_images\training\21806_0.png,0
FER2013_images\training\21807_5.png,5
FER2013_images\training\21808_6.png,6
FER2013_images\training\21809_6.png,6
FER2013_images\training\21810_4.png,4
FER2013_images\training\21811_5.png,5
FER2013_images\training\21812_6.png,6
FER2013_images\training\21813_3.png,3
FER2013_images\training\21814_4.png,4
FER2013_images\training\21815_4.png,4
FER2013_images\training\21816_1.png,1
FER2013_images\training\21817_6.png,6
FER2013_images\training\21818_5.png,5
FER2013_images\training\21819_3.png,3
FER2013_images\training\21820_4.png,4
FER2013_images\training\21821_5.png,5
FER2013_images\training\21822_6.png,6
FER2013_images\training\21823_6.png,6
FER2013_images\training\21824_5.png,5
FER2013_images\training\21825_3.png,3
FER2013_images\training\21826_5.png,5
FER2013_images\training\21827_4.png,4
FER2013_images\training\21828_6.png,6
FER2013_images\training\21829_4.png,4
FER2013_images\training\21830_4.png,4
FER2013_images\training\21831_3.png,3
FER2013_images\training\21832_6.png,6
FER2013_images\training\21833_2.png,2
FER2013_images\training\21834_5.png,5
FER2013_images\training\21835_3.png,3
FER2013_images\training\21836_0.png,0
FER2013_images\training\21837_4.png,4
FER2013_images\training\21838_2.png,2
FER2013_images\training\21839_3.png,3
FER2013_images\training\21840_0.png,0
FER2013_images\training\21841_3.png,3
FER2013_images\training\21842_4.png,4
FER2013_images\training\21843_5.png,5
FER2013_images\training\21844_2.png,2
FER2013_images\training\21845_2.png,2
FER2013_images\training\21846_3.png,3
FER2013_images\training\21847_4.png,4
FER2013_images\training\21848_3.png,3
FER2013_images\training\21849_4.png,4
FER2013_images\training\21850_3.png,3
FER2013_images\training\21851_1.png,1
FER2013_images\training\21852_6.png,6
FER2013_images\training\21853_5.png,5
FER2013_images\training\21854_0.png,0
FER2013_images\training\21855_0.png,0
FER2013_images\training\21856_5.png,5
FER2013_images\training\21857_4.png,4
FER2013_images\training\21858_2.png,2
FER2013_images\training\21859_3.png,3
FER2013_images\training\21860_0.png,0
FER2013_images\training\21861_3.png,3
FER2013_images\training\21862_6.png,6
FER2013_images\training\21863_2.png,2
FER2013_images\training\21864_0.png,0
FER2013_images\training\21865_0.png,0
FER2013_images\training\21866_2.png,2
FER2013_images\training\21867_5.png,5
FER2013_images\training\21868_5.png,5
FER2013_images\training\21869_3.png,3
FER2013_images\training\21870_6.png,6
FER2013_images\training\21871_6.png,6
FER2013_images\training\21872_3.png,3
FER2013_images\training\21873_6.png,6
FER2013_images\training\21874_2.png,2
FER2013_images\training\21875_2.png,2
FER2013_images\training\21876_3.png,3
FER2013_images\training\21877_2.png,2
FER2013_images\training\21878_2.png,2
FER2013_images\training\21879_2.png,2
FER2013_images\training\21880_6.png,6
FER2013_images\training\21881_3.png,3
FER2013_images\training\21882_2.png,2
FER2013_images\training\21883_4.png,4
FER2013_images\training\21884_3.png,3
FER2013_images\training\21885_4.png,4
FER2013_images\training\21886_3.png,3
FER2013_images\training\21887_5.png,5
FER2013_images\training\21888_6.png,6
FER2013_images\training\21889_4.png,4
FER2013_images\training\21890_5.png,5
FER2013_images\training\21891_2.png,2
FER2013_images\training\21892_3.png,3
FER2013_images\training\21893_4.png,4
FER2013_images\training\21894_6.png,6
FER2013_images\training\21895_5.png,5
FER2013_images\training\21896_5.png,5
FER2013_images\training\21897_4.png,4
FER2013_images\training\21898_2.png,2
FER2013_images\training\21899_3.png,3
FER2013_images\training\21900_5.png,5
FER2013_images\training\21901_2.png,2
FER2013_images\training\21902_3.png,3
FER2013_images\training\21903_4.png,4
FER2013_images\training\21904_5.png,5
FER2013_images\training\21905_6.png,6
FER2013_images\training\21906_5.png,5
FER2013_images\training\21907_3.png,3
FER2013_images\training\21908_3.png,3
FER2013_images\training\21909_6.png,6
FER2013_images\training\21910_6.png,6
FER2013_images\training\21911_6.png,6
FER2013_images\training\21912_4.png,4
FER2013_images\training\21913_4.png,4
FER2013_images\training\21914_4.png,4
FER2013_images\training\21915_6.png,6
FER2013_images\training\21916_0.png,0
FER2013_images\training\21917_4.png,4
FER2013_images\training\21918_2.png,2
FER2013_images\training\21919_0.png,0
FER2013_images\training\21920_4.png,4
FER2013_images\training\21921_0.png,0
FER2013_images\training\21922_0.png,0
FER2013_images\training\21923_0.png,0
FER2013_images\training\21924_5.png,5
FER2013_images\training\21925_3.png,3
FER2013_images\training\21926_4.png,4
FER2013_images\training\21927_3.png,3
FER2013_images\training\21928_3.png,3
FER2013_images\training\21929_4.png,4
FER2013_images\training\21930_3.png,3
FER2013_images\training\21931_4.png,4
FER2013_images\training\21932_0.png,0
FER2013_images\training\21933_3.png,3
FER2013_images\training\21934_5.png,5
FER2013_images\training\21935_3.png,3
FER2013_images\training\21936_3.png,3
FER2013_images\training\21937_3.png,3
FER2013_images\training\21938_3.png,3
FER2013_images\training\21939_3.png,3
FER2013_images\training\21940_3.png,3
FER2013_images\training\21941_6.png,6
FER2013_images\training\21942_3.png,3
FER2013_images\training\21943_3.png,3
FER2013_images\training\21944_6.png,6
FER2013_images\training\21945_4.png,4
FER2013_images\training\21946_2.png,2
FER2013_images\training\21947_3.png,3
FER2013_images\training\21948_0.png,0
FER2013_images\training\21949_4.png,4
FER2013_images\training\21950_0.png,0
FER2013_images\training\21951_2.png,2
FER2013_images\training\21952_4.png,4
FER2013_images\training\21953_4.png,4
FER2013_images\training\21954_5.png,5
FER2013_images\training\21955_6.png,6
FER2013_images\training\21956_6.png,6
FER2013_images\training\21957_4.png,4
FER2013_images\training\21958_2.png,2
FER2013_images\training\21959_3.png,3
FER2013_images\training\21960_6.png,6
FER2013_images\training\21961_3.png,3
FER2013_images\training\21962_6.png,6
FER2013_images\training\21963_4.png,4
FER2013_images\training\21964_0.png,0
FER2013_images\training\21965_3.png,3
FER2013_images\training\21966_3.png,3
FER2013_images\training\21967_2.png,2
FER2013_images\training\21968_4.png,4
FER2013_images\training\21969_5.png,5
FER2013_images\training\21970_4.png,4
FER2013_images\training\21971_6.png,6
FER2013_images\training\21972_4.png,4
FER2013_images\training\21973_5.png,5
FER2013_images\training\21974_5.png,5
FER2013_images\training\21975_5.png,5
FER2013_images\training\21976_0.png,0
FER2013_images\training\21977_3.png,3
FER2013_images\training\21978_4.png,4
FER2013_images\training\21979_3.png,3
FER2013_images\training\21980_4.png,4
FER2013_images\training\21981_6.png,6
FER2013_images\training\21982_3.png,3
FER2013_images\training\21983_4.png,4
FER2013_images\training\21984_6.png,6
FER2013_images\training\21985_4.png,4
FER2013_images\training\21986_6.png,6
FER2013_images\training\21987_5.png,5
FER2013_images\training\21988_4.png,4
FER2013_images\training\21989_6.png,6
FER2013_images\training\21990_3.png,3
FER2013_images\training\21991_5.png,5
FER2013_images\training\21992_6.png,6
FER2013_images\training\21993_2.png,2
FER2013_images\training\21994_0.png,0
FER2013_images\training\21995_5.png,5
FER2013_images\training\21996_4.png,4
FER2013_images\training\21997_2.png,2
FER2013_images\training\21998_5.png,5
FER2013_images\training\21999_6.png,6
FER2013_images\training\22000_4.png,4
FER2013_images\training\22001_2.png,2
FER2013_images\training\22002_3.png,3
FER2013_images\training\22003_4.png,4
FER2013_images\training\22004_4.png,4
FER2013_images\training\22005_6.png,6
FER2013_images\training\22006_6.png,6
FER2013_images\training\22007_5.png,5
FER2013_images\training\22008_4.png,4
FER2013_images\training\22009_5.png,5
FER2013_images\training\22010_5.png,5
FER2013_images\training\22011_4.png,4
FER2013_images\training\22012_2.png,2
FER2013_images\training\22013_0.png,0
FER2013_images\training\22014_4.png,4
FER2013_images\training\22015_2.png,2
FER2013_images\training\22016_0.png,0
FER2013_images\training\22017_5.png,5
FER2013_images\training\22018_3.png,3
FER2013_images\training\22019_5.png,5
FER2013_images\training\22020_6.png,6
FER2013_images\training\22021_3.png,3
FER2013_images\training\22022_3.png,3
FER2013_images\training\22023_6.png,6
FER2013_images\training\22024_0.png,0
FER2013_images\training\22025_5.png,5
FER2013_images\training\22026_5.png,5
FER2013_images\training\22027_3.png,3
FER2013_images\training\22028_6.png,6
FER2013_images\training\22029_2.png,2
FER2013_images\training\22030_0.png,0
FER2013_images\training\22031_4.png,4
FER2013_images\training\22032_4.png,4
FER2013_images\training\22033_6.png,6
FER2013_images\training\22034_3.png,3
FER2013_images\training\22035_0.png,0
FER2013_images\training\22036_4.png,4
FER2013_images\training\22037_2.png,2
FER2013_images\training\22038_6.png,6
FER2013_images\training\22039_5.png,5
FER2013_images\training\22040_4.png,4
FER2013_images\training\22041_3.png,3
FER2013_images\training\22042_4.png,4
FER2013_images\training\22043_5.png,5
FER2013_images\training\22044_3.png,3
FER2013_images\training\22045_2.png,2
FER2013_images\training\22046_0.png,0
FER2013_images\training\22047_3.png,3
FER2013_images\training\22048_5.png,5
FER2013_images\training\22049_5.png,5
FER2013_images\training\22050_2.png,2
FER2013_images\training\22051_4.png,4
FER2013_images\training\22052_4.png,4
FER2013_images\training\22053_2.png,2
FER2013_images\training\22054_6.png,6
FER2013_images\training\22055_1.png,1
FER2013_images\training\22056_3.png,3
FER2013_images\training\22057_4.png,4
FER2013_images\training\22058_3.png,3
FER2013_images\training\22059_0.png,0
FER2013_images\training\22060_3.png,3
FER2013_images\training\22061_3.png,3
FER2013_images\training\22062_4.png,4
FER2013_images\training\22063_6.png,6
FER2013_images\training\22064_3.png,3
FER2013_images\training\22065_0.png,0
FER2013_images\training\22066_5.png,5
FER2013_images\training\22067_4.png,4
FER2013_images\training\22068_0.png,0
FER2013_images\training\22069_2.png,2
FER2013_images\training\22070_5.png,5
FER2013_images\training\22071_4.png,4
FER2013_images\training\22072_0.png,0
FER2013_images\training\22073_4.png,4
FER2013_images\training\22074_2.png,2
FER2013_images\training\22075_6.png,6
FER2013_images\training\22076_2.png,2
FER2013_images\training\22077_2.png,2
FER2013_images\training\22078_0.png,0
FER2013_images\training\22079_0.png,0
FER2013_images\training\22080_3.png,3
FER2013_images\training\22081_3.png,3
FER2013_images\training\22082_0.png,0
FER2013_images\training\22083_3.png,3
FER2013_images\training\22084_5.png,5
FER2013_images\training\22085_0.png,0
FER2013_images\training\22086_6.png,6
FER2013_images\training\22087_5.png,5
FER2013_images\training\22088_6.png,6
FER2013_images\training\22089_0.png,0
FER2013_images\training\22090_4.png,4
FER2013_images\training\22091_6.png,6
FER2013_images\training\22092_2.png,2
FER2013_images\training\22093_4.png,4
FER2013_images\training\22094_4.png,4
FER2013_images\training\22095_6.png,6
FER2013_images\training\22096_0.png,0
FER2013_images\training\22097_3.png,3
FER2013_images\training\22098_5.png,5
FER2013_images\training\22099_4.png,4
FER2013_images\training\22100_6.png,6
FER2013_images\training\22101_0.png,0
FER2013_images\training\22102_2.png,2
FER2013_images\training\22103_4.png,4
FER2013_images\training\22104_4.png,4
FER2013_images\training\22105_6.png,6
FER2013_images\training\22106_5.png,5
FER2013_images\training\22107_5.png,5
FER2013_images\training\22108_2.png,2
FER2013_images\training\22109_3.png,3
FER2013_images\training\22110_3.png,3
FER2013_images\training\22111_3.png,3
FER2013_images\training\22112_3.png,3
FER2013_images\training\22113_0.png,0
FER2013_images\training\22114_3.png,3
FER2013_images\training\22115_3.png,3
FER2013_images\training\22116_6.png,6
FER2013_images\training\22117_4.png,4
FER2013_images\training\22118_1.png,1
FER2013_images\training\22119_3.png,3
FER2013_images\training\22120_3.png,3
FER2013_images\training\22121_0.png,0
FER2013_images\training\22122_6.png,6
FER2013_images\training\22123_6.png,6
FER2013_images\training\22124_5.png,5
FER2013_images\training\22125_6.png,6
FER2013_images\training\22126_5.png,5
FER2013_images\training\22127_2.png,2
FER2013_images\training\22128_5.png,5
FER2013_images\training\22129_5.png,5
FER2013_images\training\22130_2.png,2
FER2013_images\training\22131_5.png,5
FER2013_images\training\22132_5.png,5
FER2013_images\training\22133_3.png,3
FER2013_images\training\22134_3.png,3
FER2013_images\training\22135_5.png,5
FER2013_images\training\22136_6.png,6
FER2013_images\training\22137_6.png,6
FER2013_images\training\22138_3.png,3
FER2013_images\training\22139_3.png,3
FER2013_images\training\22140_3.png,3
FER2013_images\training\22141_4.png,4
FER2013_images\training\22142_3.png,3
FER2013_images\training\22143_0.png,0
FER2013_images\training\22144_6.png,6
FER2013_images\training\22145_5.png,5
FER2013_images\training\22146_0.png,0
FER2013_images\training\22147_6.png,6
FER2013_images\training\22148_0.png,0
FER2013_images\training\22149_4.png,4
FER2013_images\training\22150_3.png,3
FER2013_images\training\22151_4.png,4
FER2013_images\training\22152_3.png,3
FER2013_images\training\22153_0.png,0
FER2013_images\training\22154_3.png,3
FER2013_images\training\22155_0.png,0
FER2013_images\training\22156_4.png,4
FER2013_images\training\22157_2.png,2
FER2013_images\training\22158_6.png,6
FER2013_images\training\22159_5.png,5
FER2013_images\training\22160_3.png,3
FER2013_images\training\22161_6.png,6
FER2013_images\training\22162_5.png,5
FER2013_images\training\22163_2.png,2
FER2013_images\training\22164_2.png,2
FER2013_images\training\22165_4.png,4
FER2013_images\training\22166_2.png,2
FER2013_images\training\22167_6.png,6
FER2013_images\training\22168_3.png,3
FER2013_images\training\22169_6.png,6
FER2013_images\training\22170_4.png,4
FER2013_images\training\22171_2.png,2
FER2013_images\training\22172_3.png,3
FER2013_images\training\22173_6.png,6
FER2013_images\training\22174_4.png,4
FER2013_images\training\22175_0.png,0
FER2013_images\training\22176_4.png,4
FER2013_images\training\22177_0.png,0
FER2013_images\training\22178_3.png,3
FER2013_images\training\22179_3.png,3
FER2013_images\training\22180_6.png,6
FER2013_images\training\22181_2.png,2
FER2013_images\training\22182_4.png,4
FER2013_images\training\22183_0.png,0
FER2013_images\training\22184_0.png,0
FER2013_images\training\22185_2.png,2
FER2013_images\training\22186_6.png,6
FER2013_images\training\22187_0.png,0
FER2013_images\training\22188_3.png,3
FER2013_images\training\22189_4.png,4
FER2013_images\training\22190_4.png,4
FER2013_images\training\22191_3.png,3
FER2013_images\training\22192_2.png,2
FER2013_images\training\22193_4.png,4
FER2013_images\training\22194_3.png,3
FER2013_images\training\22195_3.png,3
FER2013_images\training\22196_1.png,1
FER2013_images\training\22197_4.png,4
FER2013_images\training\22198_0.png,0
FER2013_images\training\22199_6.png,6
FER2013_images\training\22200_2.png,2
FER2013_images\training\22201_3.png,3
FER2013_images\training\22202_3.png,3
FER2013_images\training\22203_0.png,0
FER2013_images\training\22204_5.png,5
FER2013_images\training\22205_0.png,0
FER2013_images\training\22206_4.png,4
FER2013_images\training\22207_3.png,3
FER2013_images\training\22208_3.png,3
FER2013_images\training\22209_0.png,0
FER2013_images\training\22210_3.png,3
FER2013_images\training\22211_3.png,3
FER2013_images\training\22212_0.png,0
FER2013_images\training\22213_0.png,0
FER2013_images\training\22214_3.png,3
FER2013_images\training\22215_2.png,2
FER2013_images\training\22216_3.png,3
FER2013_images\training\22217_0.png,0
FER2013_images\training\22218_0.png,0
FER2013_images\training\22219_4.png,4
FER2013_images\training\22220_3.png,3
FER2013_images\training\22221_2.png,2
FER2013_images\training\22222_4.png,4
FER2013_images\training\22223_3.png,3
FER2013_images\training\22224_6.png,6
FER2013_images\training\22225_3.png,3
FER2013_images\training\22226_0.png,0
FER2013_images\training\22227_6.png,6
FER2013_images\training\22228_2.png,2
FER2013_images\training\22229_6.png,6
FER2013_images\training\22230_5.png,5
FER2013_images\training\22231_4.png,4
FER2013_images\training\22232_3.png,3
FER2013_images\training\22233_4.png,4
FER2013_images\training\22234_0.png,0
FER2013_images\training\22235_3.png,3
FER2013_images\training\22236_6.png,6
FER2013_images\training\22237_4.png,4
FER2013_images\training\22238_4.png,4
FER2013_images\training\22239_6.png,6
FER2013_images\training\22240_6.png,6
FER2013_images\training\22241_4.png,4
FER2013_images\training\22242_0.png,0
FER2013_images\training\22243_5.png,5
FER2013_images\training\22244_3.png,3
FER2013_images\training\22245_0.png,0
FER2013_images\training\22246_6.png,6
FER2013_images\training\22247_3.png,3
FER2013_images\training\22248_3.png,3
FER2013_images\training\22249_4.png,4
FER2013_images\training\22250_0.png,0
FER2013_images\training\22251_4.png,4
FER2013_images\training\22252_2.png,2
FER2013_images\training\22253_0.png,0
FER2013_images\training\22254_3.png,3
FER2013_images\training\22255_4.png,4
FER2013_images\training\22256_3.png,3
FER2013_images\training\22257_2.png,2
FER2013_images\training\22258_4.png,4
FER2013_images\training\22259_4.png,4
FER2013_images\training\22260_4.png,4
FER2013_images\training\22261_0.png,0
FER2013_images\training\22262_4.png,4
FER2013_images\training\22263_5.png,5
FER2013_images\training\22264_4.png,4
FER2013_images\training\22265_6.png,6
FER2013_images\training\22266_2.png,2
FER2013_images\training\22267_6.png,6
FER2013_images\training\22268_4.png,4
FER2013_images\training\22269_0.png,0
FER2013_images\training\22270_0.png,0
FER2013_images\training\22271_4.png,4
FER2013_images\training\22272_0.png,0
FER2013_images\training\22273_0.png,0
FER2013_images\training\22274_2.png,2
FER2013_images\training\22275_6.png,6
FER2013_images\training\22276_4.png,4
FER2013_images\training\22277_2.png,2
FER2013_images\training\22278_5.png,5
FER2013_images\training\22279_3.png,3
FER2013_images\training\22280_4.png,4
FER2013_images\training\22281_5.png,5
FER2013_images\training\22282_2.png,2
FER2013_images\training\22283_3.png,3
FER2013_images\training\22284_3.png,3
FER2013_images\training\22285_0.png,0
FER2013_images\training\22286_4.png,4
FER2013_images\training\22287_0.png,0
FER2013_images\training\22288_4.png,4
FER2013_images\training\22289_3.png,3
FER2013_images\training\22290_3.png,3
FER2013_images\training\22291_0.png,0
FER2013_images\training\22292_6.png,6
FER2013_images\training\22293_3.png,3
FER2013_images\training\22294_3.png,3
FER2013_images\training\22295_6.png,6
FER2013_images\training\22296_2.png,2
FER2013_images\training\22297_6.png,6
FER2013_images\training\22298_6.png,6
FER2013_images\training\22299_3.png,3
FER2013_images\training\22300_2.png,2
FER2013_images\training\22301_3.png,3
FER2013_images\training\22302_3.png,3
FER2013_images\training\22303_3.png,3
FER2013_images\training\22304_2.png,2
FER2013_images\training\22305_5.png,5
FER2013_images\training\22306_2.png,2
FER2013_images\training\22307_2.png,2
FER2013_images\training\22308_2.png,2
FER2013_images\training\22309_0.png,0
FER2013_images\training\22310_5.png,5
FER2013_images\training\22311_5.png,5
FER2013_images\training\22312_5.png,5
FER2013_images\training\22313_2.png,2
FER2013_images\training\22314_2.png,2
FER2013_images\training\22315_0.png,0
FER2013_images\training\22316_6.png,6
FER2013_images\training\22317_2.png,2
FER2013_images\training\22318_3.png,3
